UPC,Name,Brand_ID,Details,Store_ID,Sub_Dept_ID,Price,MSRP,Quantity
45964927507,Lenovo Computer Black,21,Collaborate effectively when working on a wide range of tasks,797,10,787.99,799.99,2
7265289700,Lenovo Computer Midnight,21,Collaborate effectively when working on a wide range of tasks,797,10,615.99,699.99,3
21226372055,Apple Computer Black,15,Collaborate effectively when working on a wide range of tasks,797,10,799.99,799.99,1
93423490584,Apple Computer Midnight,15,"Check your email, browse the internet, and work on a host of other important tasks",797,10,299.99,299.99,2
85590440491,Samsung Computer Black,19,"Check your email, browse the internet, and work on a host of other important tasks",797,10,699.99,699.99,4
58448297655,Samsung Computer Midnight,19,"Check your email, browse the internet, and work on a host of other important tasks",797,10,349.99,399.99,1
76855005842,Google Computer Black,20,"Check your email, browse the internet, and work on a host of other important tasks",797,10,399.99,399.99,2
45229850372,Google Computer Midnight,20,"Check your email, browse the internet, and work on a host of other important tasks",797,10,529.99,799.99,1
84129413388,Dell Computer 2 in 1,14,"Check your email, browse the internet, and work on a host of other important tasks",797,10,669.99,669.99,2
45478279517,Dell Computer Super Fast,14,"Check your email, browse the internet, and work on a host of other important tasks",797,10,528.99,599.99,4
2940082935,HP Computer 2 in 1,0,"Check your email, browse the internet, and work on a host of other important tasks",797,10,531.99,599.99,2
38624570470,HP Computer Super Fast,0,"Check your email, browse the internet, and work on a host of other important tasks",797,10,303.99,349.99,2
30996284495,Asus Computer 2 in 1,16,"Check your email, browse the internet, and work on a host of other important tasks",797,10,751.99,799.99,1
72526232287,Asus Computer Super Fast,16,"Check your email, browse the internet, and work on a host of other important tasks",797,10,787.99,799.99,3
96322950544,Acer Computer 2 in 1,17,"Check your email, browse the internet, and work on a host of other important tasks",280,10,615.99,699.99,4
94362699698,Acer Computer Super Fast,17,"Check your email, browse the internet, and work on a host of other important tasks",280,10,799.99,799.99,2
89798489252,Toshiba Computer 2 in 1,18,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",280,10,299.99,299.99,1
45546400147,Toshiba Computer Super Fast,18,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",280,10,699.99,699.99,1
42907141382,Lenovo Computer 2 in 1,21,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",280,10,349.99,399.99,2
25980025428,Lenovo Computer Super Fast,21,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",280,10,399.99,399.99,3
52242392753,Apple Computer 2 in 1,15,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",280,10,529.99,799.99,1
22665049270,Apple Computer Super Fast,15,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",280,10,669.99,669.99,2
57462196036,Samsung Computer 2 in 1,19,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",280,10,528.99,599.99,3
74848693968,Samsung Computer Super Fast,19,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",280,10,531.99,599.99,1
50340475442,Google Computer 2 in 1,20,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",280,10,303.99,349.99,2
73160338043,Google Computer Super Fast,20,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",280,10,751.99,799.99,4
85272940177,Dell Computer Sleek,14,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",280,10,787.99,799.99,1
58710206724,Dell Computer Thin,14,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",280,10,615.99,699.99,2
37047396934,HP Computer Sleek,0,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",280,10,799.99,799.99,1
17898529131,HP Computer Thin,0,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",280,10,299.99,299.99,2
5020049982,Asus Computer Sleek,16,Collaborate effectively when working on a wide range of tasks,280,10,699.99,699.99,4
91791919063,Asus Computer Thin,16,Collaborate effectively when working on a wide range of tasks,280,10,349.99,399.99,2
44993347790,Acer Computer Sleek,17,Collaborate effectively when working on a wide range of tasks,1703,10,399.99,399.99,2
42111212529,Acer Computer Thin,17,Collaborate effectively when working on a wide range of tasks,1703,10,529.99,799.99,1
7230070564,Toshiba Computer Sleek,18,Collaborate effectively when working on a wide range of tasks,1703,10,669.99,669.99,3
27638196935,Toshiba Computer Thin,18,Collaborate effectively when working on a wide range of tasks,1703,10,528.99,599.99,4
84268161660,Lenovo Computer Sleek,21,Collaborate effectively when working on a wide range of tasks,1703,10,531.99,599.99,2
4144379121,Lenovo Computer Thin,21,Collaborate effectively when working on a wide range of tasks,1703,10,303.99,349.99,1
11461163337,Apple Computer Sleek,15,Collaborate effectively when working on a wide range of tasks,1703,10,751.99,799.99,1
27498560241,Apple Computer Thin,15,Collaborate effectively when working on a wide range of tasks,1703,10,787.99,799.99,2
12300843977,Samsung Computer Sleek,19,Collaborate effectively when working on a wide range of tasks,1703,10,615.99,699.99,3
6804765457,Samsung Computer Thin,19,"Check your email, browse the internet, and work on a host of other important tasks",1703,10,799.99,799.99,1
83219864164,Google Computer Sleek,20,"Check your email, browse the internet, and work on a host of other important tasks",1703,10,299.99,299.99,2
60262436234,Google Computer Thin,20,"Check your email, browse the internet, and work on a host of other important tasks",1703,10,699.99,699.99,3
9357979530,Asus Computer Pink,14,"Check your email, browse the internet, and work on a host of other important tasks",1703,10,349.99,399.99,1
14037670901,Asus Computer Gray,14,"Check your email, browse the internet, and work on a host of other important tasks",1703,10,399.99,399.99,2
47381928124,Acer Computer Pink,0,"Check your email, browse the internet, and work on a host of other important tasks",1703,10,529.99,799.99,4
63142209133,Acer Computer Gray,0,"Check your email, browse the internet, and work on a host of other important tasks",1703,10,669.99,669.99,1
70228656691,Toshiba Computer Pink,16,"Check your email, browse the internet, and work on a host of other important tasks",1703,10,528.99,599.99,2
71507571292,Toshiba Computer Gray,16,"Check your email, browse the internet, and work on a host of other important tasks",1703,10,531.99,599.99,1
96766454834,Lenovo Computer Pink,17,"Check your email, browse the internet, and work on a host of other important tasks",1703,10,303.99,349.99,2
98431603382,Lenovo Computer Gray,17,"Check your email, browse the internet, and work on a host of other important tasks",1703,10,751.99,799.99,4
98924670619,Apple Computer Pink,18,"Check your email, browse the internet, and work on a host of other important tasks",1703,10,787.99,799.99,2
63060573708,Apple Computer Gray,18,"Check your email, browse the internet, and work on a host of other important tasks",1703,10,615.99,699.99,2
69119035953,Dell Computer Cool Blue,14,Collaborate effectively when working on a wide range of tasks,1667,10,399.99,399.99,1
61730890850,Dell Computer Cool Purple,14,Collaborate effectively when working on a wide range of tasks,1667,10,529.99,799.99,2
66795884297,HP Computer Cool Blue,0,Collaborate effectively when working on a wide range of tasks,1667,10,669.99,669.99,3
30304924755,HP Computer Cool Purple,0,Collaborate effectively when working on a wide range of tasks,1667,10,528.99,599.99,1
10450047505,Asus Computer Cool Blue,16,Collaborate effectively when working on a wide range of tasks,1667,10,531.99,599.99,2
64912473187,Asus Computer Cool Purple,16,Collaborate effectively when working on a wide range of tasks,1667,10,303.99,349.99,3
94071992049,Acer Computer Cool Blue,17,Collaborate effectively when working on a wide range of tasks,1667,10,751.99,799.99,1
45588467020,Acer Computer Cool Purple,17,Collaborate effectively when working on a wide range of tasks,1667,10,787.99,799.99,2
77927233093,Toshiba Computer Cool Blue,18,Collaborate effectively when working on a wide range of tasks,280,10,615.99,699.99,4
59569363714,Toshiba Computer Cool Purple,18,Collaborate effectively when working on a wide range of tasks,280,10,799.99,799.99,1
94013093137,Lenovo Computer Cool Blue,21,Collaborate effectively when working on a wide range of tasks,1864,10,299.99,299.99,2
1737154980,Lenovo Computer Cool Purple,21,"Check your email, browse the internet, and work on a host of other important tasks",1864,10,699.99,699.99,1
76728875522,Apple Computer Cool Blue,15,"Check your email, browse the internet, and work on a host of other important tasks",1864,10,349.99,399.99,2
39656082836,Apple Computer Cool Purple,15,"Check your email, browse the internet, and work on a host of other important tasks",1864,10,399.99,399.99,4
62376447615,Samsung Computer Cool Blue,19,"Check your email, browse the internet, and work on a host of other important tasks",1864,10,529.99,799.99,2
67514992730,Samsung Computer Cool Purple,19,"Check your email, browse the internet, and work on a host of other important tasks",1864,10,669.99,669.99,2
81021639951,Google Computer Cool Blue,20,"Check your email, browse the internet, and work on a host of other important tasks",1864,10,528.99,599.99,1
15036626010,Google Computer Cool Purple,20,"Check your email, browse the internet, and work on a host of other important tasks",280,10,531.99,599.99,3
16187511957,Dell Computer Silver,14,"Check your email, browse the internet, and work on a host of other important tasks",280,10,303.99,349.99,4
33721818552,Dell Computer White,14,"Check your email, browse the internet, and work on a host of other important tasks",280,10,751.99,799.99,2
37339885623,HP Computer Silver,0,"Check your email, browse the internet, and work on a host of other important tasks",280,10,787.99,799.99,1
19017075795,HP Computer White,0,"Check your email, browse the internet, and work on a host of other important tasks",280,10,615.99,699.99,1
21882472674,Asus Computer Silver,16,"Check your email, browse the internet, and work on a host of other important tasks",280,10,799.99,799.99,2
92615845515,Asus Computer White,16,"Check your email, browse the internet, and work on a host of other important tasks",280,10,299.99,299.99,3
73338270934,Acer Computer Silver,17,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",1667,10,699.99,699.99,1
96945996009,Acer Computer White,17,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",1667,10,349.99,399.99,2
31095366347,Toshiba Computer Silver,18,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",1667,10,399.99,399.99,3
41841378961,Toshiba Computer White,18,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",1667,10,529.99,799.99,1
63680369563,Lenovo Computer Silver,21,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",1667,10,669.99,669.99,2
54353001668,Lenovo Computer White,21,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",1667,10,528.99,599.99,4
46401911130,Apple Computer Silver,15,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",1667,10,531.99,599.99,1
15449990988,Apple Computer White,15,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",1864,10,303.99,349.99,2
83082853247,Samsung Computer Silver,19,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",1864,10,751.99,799.99,1
31544858871,Samsung Computer White,19,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",1864,10,787.99,799.99,2
18127120230,Google Computer Silver,20,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",1864,10,615.99,699.99,4
6611909095,Google Computer White,20,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",1864,10,799.99,799.99,2
32025956655,Dell Computer Black,14,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",1864,10,299.99,299.99,2
63638213451,Dell Computer Midnight,14,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",1864,10,699.99,699.99,1
19523736247,HP Computer Black,0,Collaborate effectively when working on a wide range of tasks,1667,10,349.99,399.99,3
94471320243,HP Computer Midnight,0,Collaborate effectively when working on a wide range of tasks,1667,10,399.99,399.99,4
76057130318,Asus Computer Black,16,Collaborate effectively when working on a wide range of tasks,1667,10,529.99,799.99,2
51211960709,Asus Computer Midnight,16,Collaborate effectively when working on a wide range of tasks,1667,10,669.99,669.99,1
92965774608,Acer Computer Black,17,Collaborate effectively when working on a wide range of tasks,1667,10,528.99,599.99,1
49823034579,Acer Computer Midnight,17,Collaborate effectively when working on a wide range of tasks,1667,10,531.99,599.99,2
64397978774,Toshiba Computer Black,18,Collaborate effectively when working on a wide range of tasks,1667,10,303.99,349.99,3
59790266895,Toshiba Computer Midnight,18,Collaborate effectively when working on a wide range of tasks,1667,10,751.99,799.99,1
27149507331,Lenovo Computer Black,21,Collaborate effectively when working on a wide range of tasks,280,10,787.99,799.99,2
17022516737,Lenovo Computer Midnight,21,Collaborate effectively when working on a wide range of tasks,280,10,615.99,699.99,3
31551617985,Apple Computer Black,15,Collaborate effectively when working on a wide range of tasks,280,10,799.99,799.99,1
15443948611,Apple Computer Midnight,15,"Check your email, browse the internet, and work on a host of other important tasks",1864,10,299.99,299.99,2
80104263122,Samsung Computer Black,19,"Check your email, browse the internet, and work on a host of other important tasks",1864,10,699.99,699.99,4
35106800341,Samsung Computer Midnight,19,"Check your email, browse the internet, and work on a host of other important tasks",1864,10,349.99,399.99,1
77600066398,Google Computer Black,20,"Check your email, browse the internet, and work on a host of other important tasks",1864,10,399.99,399.99,2
20085459781,Google Computer Midnight,20,"Check your email, browse the internet, and work on a host of other important tasks",1864,10,529.99,799.99,1
24956344978,Dell Computer 2 in 1,14,"Check your email, browse the internet, and work on a host of other important tasks",1864,10,669.99,669.99,2
54023752466,Dell Computer Super Fast,14,"Check your email, browse the internet, and work on a host of other important tasks",1864,10,528.99,599.99,4
38422532855,HP Computer 2 in 1,0,"Check your email, browse the internet, and work on a host of other important tasks",280,10,531.99,599.99,2
83447567848,HP Computer Super Fast,0,"Check your email, browse the internet, and work on a host of other important tasks",280,10,303.99,349.99,2
95463301579,Asus Computer 2 in 1,16,"Check your email, browse the internet, and work on a host of other important tasks",280,10,751.99,799.99,1
39058086000,Asus Computer Super Fast,16,"Check your email, browse the internet, and work on a host of other important tasks",280,10,787.99,799.99,3
46565563751,Acer Computer 2 in 1,17,"Check your email, browse the internet, and work on a host of other important tasks",280,10,615.99,699.99,4
8371138626,Acer Computer Super Fast,17,"Check your email, browse the internet, and work on a host of other important tasks",280,10,799.99,799.99,2
21970034711,Toshiba Computer 2 in 1,18,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",1667,10,299.99,299.99,1
40208134762,Toshiba Computer Super Fast,18,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",1667,10,699.99,699.99,1
44400401738,Lenovo Computer 2 in 1,21,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",1667,10,349.99,399.99,2
46764374794,Lenovo Computer Super Fast,21,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",1667,10,399.99,399.99,3
62404367431,Apple Computer 2 in 1,15,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",1667,10,529.99,799.99,1
75516242744,Apple Computer Super Fast,15,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",1667,10,669.99,669.99,2
65780509265,Samsung Computer 2 in 1,19,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",1667,10,528.99,599.99,3
36487396190,Samsung Computer Super Fast,19,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",1667,10,531.99,599.99,1
29116329259,Google Computer 2 in 1,20,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",1864,10,303.99,349.99,2
72934006710,Google Computer Super Fast,20,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",1864,10,751.99,799.99,4
55787825988,Dell Computer Sleek,14,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",1864,10,787.99,799.99,1
10238381386,Dell Computer Thin,14,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",1864,10,615.99,699.99,2
97768680327,HP Computer Sleek,0,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",1864,10,799.99,799.99,1
18990313037,HP Computer Thin,0,"Premium, performance, and productivity everywhere in a PC that is both sylish and entertaining.",1864,10,299.99,299.99,2
43510447166,Asus Computer Sleek,16,Collaborate effectively when working on a wide range of tasks,1864,10,699.99,699.99,4
81076177704,Asus Computer Thin,16,Collaborate effectively when working on a wide range of tasks,280,10,349.99,399.99,2
56277351055,Acer Computer Sleek,17,Collaborate effectively when working on a wide range of tasks,1667,10,399.99,399.99,2
38109806997,Acer Computer Thin,17,Collaborate effectively when working on a wide range of tasks,1667,10,529.99,799.99,1
10073764331,Toshiba Computer Sleek,18,Collaborate effectively when working on a wide range of tasks,1667,10,669.99,669.99,3
65194059292,Toshiba Computer Thin,18,Collaborate effectively when working on a wide range of tasks,1667,10,528.99,599.99,4
40530755983,Lenovo Computer Sleek,21,Collaborate effectively when working on a wide range of tasks,1667,10,531.99,599.99,2
32731490508,Lenovo Computer Thin,21,Collaborate effectively when working on a wide range of tasks,1667,10,303.99,349.99,1
66496365641,Apple Computer Sleek,15,Collaborate effectively when working on a wide range of tasks,1667,10,751.99,799.99,1
68016298945,Apple Computer Thin,15,Collaborate effectively when working on a wide range of tasks,1667,10,787.99,799.99,2
3656242865,Samsung Computer Sleek,19,Collaborate effectively when working on a wide range of tasks,1864,10,615.99,699.99,3
81569381372,Samsung Computer Thin,19,"Check your email, browse the internet, and work on a host of other important tasks",1864,10,799.99,799.99,1
66255606782,Google Computer Sleek,20,"Check your email, browse the internet, and work on a host of other important tasks",1864,10,299.99,299.99,2
4283645776,Google Computer Thin,20,"Check your email, browse the internet, and work on a host of other important tasks",1864,10,699.99,699.99,3
35629027433,Asus Computer Pink,14,"Check your email, browse the internet, and work on a host of other important tasks",1864,10,349.99,399.99,1
30711447474,Asus Computer Gray,14,"Check your email, browse the internet, and work on a host of other important tasks",1864,10,399.99,399.99,2
55887570095,Acer Computer Pink,0,"Check your email, browse the internet, and work on a host of other important tasks",1864,10,529.99,799.99,4
62007387772,Acer Computer Gray,0,"Check your email, browse the internet, and work on a host of other important tasks",1864,10,669.99,669.99,1
60867372895,Toshiba Computer Pink,16,"Check your email, browse the internet, and work on a host of other important tasks",1864,10,528.99,599.99,2
92796921721,Toshiba Computer Gray,16,"Check your email, browse the internet, and work on a host of other important tasks",1864,10,531.99,599.99,1
55899067735,Lenovo Computer Pink,17,"Check your email, browse the internet, and work on a host of other important tasks",1864,10,303.99,349.99,2
84865617457,Lenovo Computer Gray,17,"Check your email, browse the internet, and work on a host of other important tasks",1864,10,751.99,799.99,4
22235254929,Apple Computer Pink,18,"Check your email, browse the internet, and work on a host of other important tasks",1864,10,787.99,799.99,2
90797696349,Apple Computer Gray,18,"Check your email, browse the internet, and work on a host of other important tasks",280,10,615.99,699.99,2
70273066019,Staples Computer Chair Fuscia,11,Sit comfortably at your computer desk while you do work with our name brand computer chair!,71,2,121.99,121.99,3
79710953073,Staples Computer Chair Mauv,11,Sit comfortably at your computer desk while you do work with our name brand computer chair!,71,2,121.99,121.99,1
27244097282,Staples Computer Chair Goldenrod,11,Sit comfortably at your computer desk while you do work with our name brand computer chair!,71,2,121.99,121.99,2
30288656086,Staples Computer Chair Fuscia,11,Sit comfortably at your computer desk while you do work with our name brand computer chair!,71,2,121.99,121.99,4
10193494902,Staples Computer Chair Purple,11,Sit comfortably at your computer desk while you do work with our name brand computer chair!,71,2,121.99,121.99,1
79175007258,Staples Computer Chair Turquoise,11,Sit comfortably at your computer desk while you do work with our name brand computer chair!,71,2,121.99,121.99,2
45580346199,Staples Computer Chair Aquamarine,11,Sit comfortably at your computer desk while you do work with our name brand computer chair!,71,2,121.99,121.99,1
80458320037,Staples Arm Chair Mauv,11,Enjoy a movie with your family on our comforable name brand arm chair,71,2,155.99,199.99,2
37340624208,Staples Arm Chair Maroon,11,Enjoy a movie with your family on our comforable name brand arm chair,71,2,155.99,199.99,4
84666125626,Staples Arm Chair Blue,11,Enjoy a movie with your family on our comforable name brand arm chair,71,2,155.99,199.99,2
49987465333,Staples Arm Chair Goldenrod,11,Enjoy a movie with your family on our comforable name brand arm chair,71,2,155.99,199.99,2
35858189235,Staples Arm Chair Fuscia,11,Enjoy a movie with your family on our comforable name brand arm chair,71,2,155.99,199.99,1
85624775181,Staples Arm Chair Khaki,11,Enjoy a movie with your family on our comforable name brand arm chair,71,2,155.99,199.99,3
93948565661,Generic Arm Chair Turquoise,13,"Take a gander at our economic generic arm chair, fitted for best comfort and relaxation",71,2,130.99,130.99,4
75633220218,Generic Arm Chair Fuscia,13,"Take a gander at our economic generic arm chair, fitted for best comfort and relaxation",71,2,130.99,130.99,2
89634321251,Staples Arm Chair Yellow,11,Enjoy a movie with your family on our comforable name brand arm chair,71,2,155.99,199.99,1
18363463654,Generic Arm Chair Aquamarine,13,"Take a gander at our economic generic arm chair, fitted for best comfort and relaxation",71,2,130.99,130.99,1
50935922316,Staples Arm Chair Purple,11,Enjoy a movie with your family on our comforable name brand arm chair,71,2,155.99,199.99,2
67934800400,Staples Arm Chair Crimson,11,Enjoy a movie with your family on our comforable name brand arm chair,71,2,155.99,199.99,3
21593450839,Staples Computer Desk Mauv,11,Use our large computer desk to store all of your technology and maintain plenty of space to get work done,71,2,89.99,99.99,1
44978096642,Generic Computer Desk Maroon,13,Try a generic computer desk to suit all of your work-related needs,71,2,79.99,89.99,2
26249170133,Generic Computer Desk Green,13,Try a generic computer desk to suit all of your work-related needs,71,2,79.99,89.99,3
99308823709,Generic Computer Desk Yellow,13,Try a generic computer desk to suit all of your work-related needs,71,2,79.99,89.99,1
62265398993,Generic Computer Desk Turquoise,13,Try a generic computer desk to suit all of your work-related needs,71,2,79.99,89.99,2
75943694537,Staples Computer Desk Orange,11,Use our large computer desk to store all of your technology and maintain plenty of space to get work done,797,2,89.99,99.99,4
97285967559,Staples Throw Pillow Orange,11,"Enjoy our name brand throw pillow on your couch, chair, or anywhere you want to get comfortable",797,2,10.99,10.99,1
60981088176,Staples Computer Desk Green,11,Use our large computer desk to store all of your technology and maintain plenty of space to get work done,797,2,89.99,99.99,2
65721261133,Staples Computer Desk Goldenrod,11,Use our large computer desk to store all of your technology and maintain plenty of space to get work done,797,2,89.99,99.99,1
56428614737,Generic Computer Desk Goldenrod,13,Try a generic computer desk to suit all of your work-related needs,797,2,79.99,89.99,2
49842974865,Generic Throw Pillow Goldenrod,13,Decorate your furniture with the our generic throw pillow,797,2,5.99,5.99,4
24480268657,Generic Computer Desk Violet,13,Try a generic computer desk to suit all of your work-related needs,797,2,79.99,89.99,2
55081666239,Generic Computer Desk Indigo,13,Try a generic computer desk to suit all of your work-related needs,797,2,79.99,89.99,2
26422474112,Generic Computer Desk Khaki,13,Try a generic computer desk to suit all of your work-related needs,797,2,79.99,89.99,1
20527216565,Generic Computer Desk Mauv,13,Try a generic computer desk to suit all of your work-related needs,797,2,79.99,89.99,2
19790976557,Generic Computer Desk Pink,13,Try a generic computer desk to suit all of your work-related needs,797,2,79.99,89.99,3
15676402777,Staples Lamp Mauv,11,Bright Staples Brand Desk Lamp,797,2,11.99,14.99,1
13666311568,Staples Bean Bag Chair Mauv,11,Name brand bean bag chair with 5 pounds of stuffing,797,2,29.99,39.99,2
78125532530,Staples Lamp Green,11,Bright Staples Brand Desk Lamp,797,2,11.99,11.99,3
68538240000,Staples Lamp Aquamarine,11,Bright Staples Brand Desk Lamp,797,2,11.99,11.99,1
24750457723,Staples Bean Bag Chair Aquamarine,11,Name brand bean bag chair with 5 pounds of stuffing,797,2,29.99,39.99,2
56634849805,Staples Lamp Fuscia,11,Bright Staples Brand Desk Lamp,797,2,11.99,11.99,4
38139977343,Staples Lamp Turquoise,11,Bright Staples Brand Desk Lamp,797,2,11.99,11.99,1
65420213423,Staples Lamp Puce,11,Bright Staples Brand Desk Lamp,797,2,11.99,11.99,2
35003290029,Staples Bean Bag Chair Turquoise,11,Name brand bean bag chair with 5 pounds of stuffing,797,2,29.99,39.99,1
18223243042,Staples Lamp Yellow,11,Bright Staples Brand Desk Lamp,797,2,11.99,11.99,2
93248909275,Staples Bean Bag Chair Fuscia,11,Name brand bean bag chair with 5 pounds of stuffing,797,2,29.99,39.99,4
89257453613,Staples Door Turquoise,11,Replace your old beat up door with our name brand strong colored doors,797,2,95.99,119.99,2
69079147368,Staples Door Maroon,11,Replace your old beat up door with our name brand strong colored doors,797,2,95.99,119.99,2
90829641899,Staples Door Green,11,Replace your old beat up door with our name brand strong colored doors,797,2,95.99,119.99,1
65437224297,Staples Door Orange,11,Replace your old beat up door with our name brand strong colored doors,797,2,95.99,119.99,3
91456216122,Staples Door Puce,11,Replace your old beat up door with our name brand strong colored doors,797,2,95.99,119.99,4
75528841929,Staples Door Teal,11,Replace your old beat up door with our name brand strong colored doors,797,2,95.99,119.99,2
65019743200,Staples Door Indigo,11,Replace your old beat up door with our name brand strong colored doors,797,2,95.99,119.99,1
98511801688,Generic Door Green,13,"Strong, durable, colored, lock supporting, generic door",1667,2,85.99,85.99,1
56294422206,Generic Door Purple,13,"Strong, durable, colored, lock supporting, generic door",1667,2,85.99,85.99,2
85830219009,Staples Door Goldenrod,11,Replace your old beat up door with our name brand strong colored doors,1667,2,95.99,119.99,3
30232379260,Generic Door Khaki,13,"Strong, durable, colored, lock supporting, generic door",1667,2,85.99,85.99,1
79461308163,Staples Doggy Door Indigo,11,"Let your dog roam freely throughout the house with our name brand doggy door, up to 2 feet in area",1667,2,24.99,39.99,2
27078416575,Staples Doggy Door Red,11,"Let your dog roam freely throughout the house with our name brand doggy door, up to 2 feet in area",1667,2,24.99,39.99,3
42112413685,Staples Doggy Door Fuscia,11,"Let your dog roam freely throughout the house with our name brand doggy door, up to 2 feet in area",1667,2,24.99,39.99,1
34864743741,Generic Doggy Door Goldenrod,13,2 foot area doggy door for indoor or outdoor use,1667,2,20.99,20.99,2
23216555100,Generic Doggy Door Pink,13,2 foot area doggy door for indoor or outdoor use,1667,2,20.99,20.99,4
68047914468,Generic Doggy Door Orange,13,2 foot area doggy door for indoor or outdoor use,1667,2,20.99,20.99,1
11304234996,Generic Doggy Door Green,13,2 foot area doggy door for indoor or outdoor use,1667,2,20.99,20.99,2
57752956363,Staples Doggy Door Goldenrod,11,"Let your dog roam freely throughout the house with our name brand doggy door, up to 2 feet in area",1667,2,24.99,39.99,1
39716856889,Staples Doggy Door Orange,11,"Let your dog roam freely throughout the house with our name brand doggy door, up to 2 feet in area",1667,2,24.99,39.99,2
82627676781,Staples Doggy Door Crimson,11,"Let your dog roam freely throughout the house with our name brand doggy door, up to 2 feet in area",1667,2,24.99,39.99,4
40261355843,Staples Doggy Door Violet,11,"Let your dog roam freely throughout the house with our name brand doggy door, up to 2 feet in area",1667,2,24.99,39.99,2
29661543568,Generic Doggy Door Blue,13,"Get cozy with your significant other in the generic love seat, made in numerous colors to color matching",1667,2,135.99,135.99,2
70027052337,Generic Love Seat Pink,13,"Get cozy with your significant other in the generic love seat, made in numerous colors to color matching",1667,2,135.99,135.99,1
58773708153,Generic Love Seat Green,13,"Get cozy with your significant other in the generic love seat, made in numerous colors to color matching",1667,2,135.99,135.99,3
80541227076,Generic Love Seat Crimson,13,"Get cozy with your significant other in the generic love seat, made in numerous colors to color matching",1667,2,135.99,135.99,4
70313105835,Generic Love Seat Puce,13,"Get cozy with your significant other in the generic love seat, made in numerous colors to color matching",1667,2,135.99,135.99,2
20515519924,Generic Love Seat Red,13,"Get cozy with your significant other in the generic love seat, made in numerous colors to color matching",1667,2,135.99,135.99,1
53158328765,Generic Love Seat Maroon,13,"Get cozy with your significant other in the generic love seat, made in numerous colors to color matching",1667,2,135.99,135.99,1
52270714155,Staples Love Seat Orange,11,Improve the comfort of your home with our name brand love seat,1667,2,235.99,299.99,2
55439866342,Staples Love Seat Green,11,Improve the comfort of your home with our name brand love seat,1667,2,235.99,299.99,3
63500482346,Staples Love Seat Blue,11,Improve the comfort of your home with our name brand love seat,1667,2,235.99,299.99,1
60205101169,Staples Love Seat Purple,11,Improve the comfort of your home with our name brand love seat,1667,2,235.99,299.99,2
88921789729,Staples Ottoman Purple,11,Rest your feet on our soft and comfortable love seat matching ottoman,1667,2,40.99,49.99,3
24262713749,Staples Love Seat Mauv,11,Improve the comfort of your home with our name brand love seat,1667,2,235.99,299.99,1
49426742191,Staples Love Seat Violet,11,Improve the comfort of your home with our name brand love seat,1667,2,235.99,299.99,2
59450598307,Staples Love Seat Indigo,11,Improve the comfort of your home with our name brand love seat,1667,2,235.99,299.99,4
23898014664,Staples Love Seat Goldenrod,11,Improve the comfort of your home with our name brand love seat,1667,2,235.99,299.99,1
